"Country or Area","Year","Item","Value"
"Switzerland","1995","Gross Domestic Product (GDP)","48705.4084465207"
"Switzerland","1994","Gross Domestic Product (GDP)","41942.7111536282"
"Switzerland","1993","Gross Domestic Product (GDP)","38269.4528683736"
"Switzerland","1992","Gross Domestic Product (GDP)","39789.0751415994"
"Switzerland","1991","Gross Domestic Product (GDP)","38644.155667407"
"Switzerland","1990","Gross Domestic Product (GDP)","38572.238648533"
"Switzerland","1989","Gross Domestic Product (GDP)","30456.5440281588"
"Switzerland","1988","Gross Domestic Product (GDP)","31769.8003478441"
"Switzerland","1987","Gross Domestic Product (GDP)","29547.9982100482"
"Switzerland","1986","Gross Domestic Product (GDP)","23730.7232669655"
"Switzerland","1985","Gross Domestic Product (GDP)","16651.2500123626"
"Switzerland","1984","Gross Domestic Product (GDP)","16523.5843000606"
"Switzerland","1983","Gross Domestic Product (GDP)","17412.109435705"
"Switzerland","1982","Gross Domestic Product (GDP)","17572.4092116553"
"Switzerland","1981","Gross Domestic Product (GDP)","17213.7762307517"
"Switzerland","1980","Gross Domestic Product (GDP)","18832.0307537307"
"Switzerland","1979","Gross Domestic Product (GDP)","17657.605162133"
"Switzerland","1978","Gross Domestic Product (GDP)","15671.4123466183"
"Switzerland","1977","Gross Domestic Product (GDP)","11171.2073071145"
"Switzerland","1976","Gross Domestic Product (GDP)","10436.372902846"
"Switzerland","1975","Gross Domestic Product (GDP)","9976.32345876815"
"Switzerland","1974","Gross Domestic Product (GDP)","8722.72902921005"
"Switzerland","1973","Gross Domestic Product (GDP)","7604.24252229807"
"Switzerland","1972","Gross Domestic Product (GDP)","5691.78131314686"
"Switzerland","1971","Gross Domestic Product (GDP)","4676.8135490198"
"Switzerland","1970","Gross Domestic Product (GDP)","3924.81143625698"
"Ukraine","2013","Gross Domestic Product (GDP)","4163.47053437141"
"Ukraine","2012","Gross Domestic Product (GDP)","4010.36614961394"
"Ukraine","2011","Gross Domestic Product (GDP)","3697.02574534174"
"Ukraine","2010","Gross Domestic Product (GDP)","3066.41668623821"
"Ukraine","2009","Gross Domestic Product (GDP)","2627.1715116447"
"Ukraine","2008","Gross Domestic Product (GDP)","4048.74967642849"
"Ukraine","2007","Gross Domestic Product (GDP)","3188.07532138029"
"Ukraine","2006","Gross Domestic Product (GDP)","2387.06171233824"
"Ukraine","2005","Gross Domestic Product (GDP)","1893.22373255559"
"Ukraine","2004","Gross Domestic Product (GDP)","1416.590145257"
"Ukraine","2003","Gross Domestic Product (GDP)","1087.91884046597"
"Ukraine","2002","Gross Domestic Product (GDP)","911.944066228919"
"Ukraine","2001","Gross Domestic Product (GDP)","808.487706361255"
"Ukraine","2000","Gross Domestic Product (GDP)","659.945222975751"
"Ukraine","1999","Gross Domestic Product (GDP)","660.576668306777"
"Ukraine","1998","Gross Domestic Product (GDP)","867.936300413768"
"Ukraine","1997","Gross Domestic Product (GDP)","1030.06531558556"
"Ukraine","1996","Gross Domestic Product (GDP)","908.011223375203"
"Ukraine","1995","Gross Domestic Product (GDP)","984.976596623762"
"Ukraine","1994","Gross Domestic Product (GDP)","1093.0982116107"
"Ukraine","1993","Gross Domestic Product (GDP)","1384.39477331745"
"Ukraine","1992","Gross Domestic Product (GDP)","1573.60861508829"
"Ukraine","1991","Gross Domestic Product (GDP)","1707.44221646747"
"Ukraine","1990","Gross Domestic Product (GDP)","1810.56924950715"
"United Kingdom","2013","Gross Domestic Product (GDP)","42423.3978173507"
"United Kingdom","2012","Gross Domestic Product (GDP)","41650.4738193192"
"United Kingdom","2011","Gross Domestic Product (GDP)","41518.082101793"
"United Kingdom","2010","Gross Domestic Product (GDP)","38796.1233068256"
"United Kingdom","2009","Gross Domestic Product (GDP)","37421.3298969983"
"United Kingdom","2008","Gross Domestic Product (GDP)","45519.4348022641"
"United Kingdom","2007","Gross Domestic Product (GDP)","48601.7340959197"
"United Kingdom","2006","Gross Domestic Product (GDP)","42606.0252191134"
"United Kingdom","2005","Gross Domestic Product (GDP)","40007.6269624847"
"United Kingdom","2004","Gross Domestic Product (GDP)","38312.2577729964"
"United Kingdom","2003","Gross Domestic Product (GDP)","32560.6059872222"
"United Kingdom","2002","Gross Domestic Product (GDP)","28172.7046979311"
"United Kingdom","2001","Gross Domestic Product (GDP)","25838.0553509792"
"United Kingdom","2000","Gross Domestic Product (GDP)","26268.9357669129"
"United Kingdom","1999","Gross Domestic Product (GDP)","26533.1756638226"
"United Kingdom","1998","Gross Domestic Product (GDP)","26122.7840847449"
"United Kingdom","1997","Gross Domestic Product (GDP)","24656.9673031577"
"United Kingdom","1996","Gross Domestic Product (GDP)","22427.8012231875"
"United Kingdom","1995","Gross Domestic Product (GDP)","21304.9859088398"
"United Kingdom","1994","Gross Domestic Product (GDP)","19411.2460967681"
"United Kingdom","1993","Gross Domestic Product (GDP)","17966.5415826604"
"United Kingdom","1992","Gross Domestic Product (GDP)","19991.7379106339"
"United Kingdom","1991","Gross Domestic Product (GDP)","19322.9860293005"
"United Kingdom","1990","Gross Domestic Product (GDP)","18519.299898844"
"United Kingdom","1989","Gross Domestic Product (GDP)","15656.8645035609"
"United Kingdom","1988","Gross Domestic Product (GDP)","15548.7201789876"
"United Kingdom","1987","Gross Domestic Product (GDP)","12830.0268345165"
"United Kingdom","1986","Gross Domestic Product (GDP)","10471.7594931406"
"United Kingdom","1985","Gross Domestic Product (GDP)","8538.33592839759"
"United Kingdom","1984","Gross Domestic Product (GDP)","8082.38200082838"
"United Kingdom","1983","Gross Domestic Product (GDP)","8585.32770917403"
"United Kingdom","1982","Gross Domestic Product (GDP)","9057.11280181864"
"United Kingdom","1981","Gross Domestic Product (GDP)","9505.20666363779"
"United Kingdom","1980","Gross Domestic Product (GDP)","10004.8267105812"
"United Kingdom","1979","Gross Domestic Product (GDP)","7800.9634926412"
"United Kingdom","1978","Gross Domestic Product (GDP)","6003.18920764652"
"United Kingdom","1977","Gross Domestic Product (GDP)","4737.67013570058"
"United Kingdom","1976","Gross Domestic Product (GDP)","4195.87418720876"
"United Kingdom","1975","Gross Domestic Product (GDP)","4369.80270876839"
"United Kingdom","1974","Gross Domestic Product (GDP)","3659.41703747147"
"United Kingdom","1973","Gross Domestic Product (GDP)","3392.91279984972"
"United Kingdom","1972","Gross Domestic Product (GDP)","3012.6937841132"
"United Kingdom","1971","Gross Domestic Product (GDP)","2628.77278192741"
"United Kingdom","1970","Gross Domestic Product (GDP)","2331.37364203509"
