"Country or Area","Year","Item","Value"
"Montenegro","1990","Gross Domestic Product (GDP)","3493.54014413504"
"Netherlands","2013","Gross Domestic Product (GDP)","50929.5118507216"
"Netherlands","2012","Gross Domestic Product (GDP)","49248.4353804668"
"Netherlands","2011","Gross Domestic Product (GDP)","53626.9194801557"
"Netherlands","2010","Gross Domestic Product (GDP)","50338.7123034672"
"Netherlands","2009","Gross Domestic Product (GDP)","51809.6299862462"
"Netherlands","2008","Gross Domestic Product (GDP)","56429.7746869399"
"Netherlands","2007","Gross Domestic Product (GDP)","50669.3101337702"
"Netherlands","2006","Gross Domestic Product (GDP)","43929.1789617528"
"Netherlands","2005","Gross Domestic Product (GDP)","41243.2449228805"
"Netherlands","2004","Gross Domestic Product (GDP)","39828.3272874605"
"Netherlands","2003","Gross Domestic Product (GDP)","35384.8321968311"
"Netherlands","2002","Gross Domestic Product (GDP)","28954.5636592802"
"Netherlands","2001","Gross Domestic Product (GDP)","26713.589065613"
"Netherlands","2000","Gross Domestic Product (GDP)","26065.5837301473"
"Netherlands","1999","Gross Domestic Product (GDP)","27891.4034035849"
"Netherlands","1998","Gross Domestic Product (GDP)","27484.8190974775"
"Netherlands","1997","Gross Domestic Product (GDP)","26261.2513930926"
"Netherlands","1996","Gross Domestic Product (GDP)","28526.5346446008"
"Netherlands","1995","Gross Domestic Product (GDP)","28843.5362555023"
"Netherlands","1994","Gross Domestic Product (GDP)","24339.5923930089"
"Netherlands","1993","Gross Domestic Product (GDP)","22856.6957744433"
"Netherlands","1992","Gross Domestic Product (GDP)","23637.2415869173"
"Netherlands","1991","Gross Domestic Product (GDP)","21479.662623597"
"Netherlands","1990","Gross Domestic Product (GDP)","21022.704185526"
"Netherlands","1989","Gross Domestic Product (GDP)","17172.1216385343"
"Netherlands","1988","Gross Domestic Product (GDP)","17519.3319128298"
"Netherlands","1987","Gross Domestic Product (GDP)","16489.628505034"
"Netherlands","1986","Gross Domestic Product (GDP)","13594.0652035125"
"Netherlands","1985","Gross Domestic Product (GDP)","9788.09949239336"
"Netherlands","1984","Gross Domestic Product (GDP)","9842.84216570757"
"Netherlands","1983","Gross Domestic Product (GDP)","10546.4735047681"
"Netherlands","1982","Gross Domestic Product (GDP)","10946.2516118029"
"Netherlands","1981","Gross Domestic Product (GDP)","11394.9425838453"
"Netherlands","1980","Gross Domestic Product (GDP)","13623.4949505252"
"Netherlands","1979","Gross Domestic Product (GDP)","12618.2896826536"
"Netherlands","1978","Gross Domestic Product (GDP)","11017.6773286758"
"Netherlands","1977","Gross Domestic Product (GDP)","9042.36229811618"
"Netherlands","1976","Gross Domestic Product (GDP)","7830.93730452244"
"Netherlands","1975","Gross Domestic Product (GDP)","7249.22610147272"
"Netherlands","1974","Gross Domestic Product (GDP)","6363.16298938834"
"Netherlands","1973","Gross Domestic Product (GDP)","5288.35942938791"
"Netherlands","1972","Gross Domestic Product (GDP)","4066.20705709227"
"Netherlands","1971","Gross Domestic Product (GDP)","3347.43056598842"
"Netherlands","1970","Gross Domestic Product (GDP)","2896.36539325863"
"Norway","2013","Gross Domestic Product (GDP)","103585.799347802"
"Norway","2012","Gross Domestic Product (GDP)","102066.002060087"
"Norway","2011","Gross Domestic Product (GDP)","100764.875631976"
"Norway","2010","Gross Domestic Product (GDP)","87610.9332076595"
"Norway","2009","Gross Domestic Product (GDP)","79903.1255685733"
"Norway","2008","Gross Domestic Product (GDP)","96683.1978762908"
"Norway","2007","Gross Domestic Product (GDP)","84914.0774931334"
"Norway","2006","Gross Domestic Product (GDP)","73982.3694214891"
"Norway","2005","Gross Domestic Product (GDP)","66759.5538994376"
"Norway","2004","Gross Domestic Product (GDP)","57613.4714545951"
"Norway","2003","Gross Domestic Product (GDP)","50164.7468754797"
"Norway","2002","Gross Domestic Product (GDP)","43075.6162531214"
"Norway","2001","Gross Domestic Product (GDP)","38541.4862416667"
"Norway","2000","Gross Domestic Product (GDP)","38141.3965976401"
"Norway","1999","Gross Domestic Product (GDP)","36334.4354545329"
"Norway","1998","Gross Domestic Product (GDP)","34721.0554724644"
"Norway","1997","Gross Domestic Product (GDP)","36563.7631002414"
"Norway","1996","Gross Domestic Product (GDP)","37282.1247267921"
"Norway","1995","Gross Domestic Product (GDP)","34870.6043362467"
"Norway","1994","Gross Domestic Product (GDP)","29327.4530141096"
"Norway","1993","Gross Domestic Product (GDP)","27991.8158124975"
"Norway","1992","Gross Domestic Product (GDP)","30562.6167248148"
"Norway","1991","Gross Domestic Product (GDP)","28658.6149829361"
"Norway","1990","Gross Domestic Product (GDP)","28317.6322086601"
"Norway","1989","Gross Domestic Product (GDP)","24380.2683129685"
"Norway","1988","Gross Domestic Product (GDP)","24321.3610630743"
"Norway","1987","Gross Domestic Product (GDP)","22571.2202510274"
"Norway","1986","Gross Domestic Product (GDP)","18926.583160223"
"Norway","1985","Gross Domestic Product (GDP)","15812.9719169571"
"Norway","1984","Gross Domestic Product (GDP)","15088.6246148741"
"Norway","1983","Gross Domestic Product (GDP)","15058.9221996861"
"Norway","1982","Gross Domestic Product (GDP)","15371.5358394739"
"Norway","1981","Gross Domestic Product (GDP)","15671.8750354526"
"Norway","1980","Gross Domestic Product (GDP)","15932.1952589012"
"Norway","1979","Gross Domestic Product (GDP)","13181.7079698198"
"Norway","1978","Gross Domestic Product (GDP)","11581.0453319795"
"Norway","1977","Gross Domestic Product (GDP)","10373.327551378"
"Norway","1976","Gross Domestic Product (GDP)","9022.43849911814"
"Norway","1975","Gross Domestic Product (GDP)","8298.40791304312"
"Norway","1974","Gross Domestic Product (GDP)","6886.19598654732"
"Norway","1973","Gross Domestic Product (GDP)","5760.02419424599"
"Norway","1972","Gross Domestic Product (GDP)","4469.65937165718"
"Norway","1971","Gross Domestic Product (GDP)","3784.70402773587"
"Norway","1970","Gross Domestic Product (GDP)","3353.03234301029"
"Poland","2013","Gross Domestic Product (GDP)","13760.0602931508"
"Poland","2012","Gross Domestic Product (GDP)","12985.8074251916"
"Poland","2011","Gross Domestic Product (GDP)","13724.9005806519"
"Poland","2010","Gross Domestic Product (GDP)","12479.1476641375"
"Poland","2009","Gross Domestic Product (GDP)","11427.848359174"
"Poland","2008","Gross Domestic Product (GDP)","13882.6822023725"
"Poland","2007","Gross Domestic Product (GDP)","11227.1515112058"
"Poland","2006","Gross Domestic Product (GDP)","8987.38791082408"
"Poland","2005","Gross Domestic Product (GDP)","7967.57107645334"
"Poland","2004","Gross Domestic Product (GDP)","6632.3776968047"
"Poland","2003","Gross Domestic Product (GDP)","5686.5888898301"
"Poland","2002","Gross Domestic Product (GDP)","5190.07771911782"
"Poland","2001","Gross Domestic Product (GDP)","4982.44351836293"
"Poland","2000","Gross Domestic Product (GDP)","4477.22019719519"
"Poland","1999","Gross Domestic Product (GDP)","4381.97509928814"
"Poland","1998","Gross Domestic Product (GDP)","4510.61663323837"
"Poland","1997","Gross Domestic Product (GDP)","4096.3292030273"
"Poland","1996","Gross Domestic Product (GDP)","4082.07563259656"
"Poland","1995","Gross Domestic Product (GDP)","3622.98916452236"
"Poland","1994","Gross Domestic Product (GDP)","2826.50591707145"
"Poland","1993","Gross Domestic Product (GDP)","2456.59501674853"
"Poland","1992","Gross Domestic Product (GDP)","2413.98277556142"
"Poland","1991","Gross Domestic Product (GDP)","2193.57927646242"
"Poland","1990","Gross Domestic Product (GDP)","1696.26516496673"
"Poland","1989","Gross Domestic Product (GDP)","2190.53165879257"
"Poland","1988","Gross Domestic Product (GDP)","1840.391674997"
"Poland","1987","Gross Domestic Product (GDP)","1716.49266211866"
"Poland","1986","Gross Domestic Product (GDP)","1995.41613729993"
"Poland","1985","Gross Domestic Product (GDP)","1929.13478988604"
"Poland","1984","Gross Domestic Product (GDP)","2089.38364078386"
"Poland","1983","Gross Domestic Product (GDP)","2104.64620829483"
"Poland","1982","Gross Domestic Product (GDP)","1836.62658986954"
"Poland","1981","Gross Domestic Product (GDP)","1526.61958474422"
"Poland","1980","Gross Domestic Product (GDP)","1626.62747180519"
"Poland","1979","Gross Domestic Product (GDP)","2132.24227885327"
"Poland","1978","Gross Domestic Product (GDP)","1923.0359717814"
"Poland","1977","Gross Domestic Product (GDP)","1714.06364004273"
"Poland","1976","Gross Domestic Product (GDP)","1559.77155300656"
"Poland","1975","Gross Domestic Product (GDP)","1411.73390510486"
"Poland","1974","Gross Domestic Product (GDP)","1337.59555764875"
"Poland","1973","Gross Domestic Product (GDP)","1202.3353734785"
"Poland","1972","Gross Domestic Product (GDP)","1024.15955795903"
"Poland","1971","Gross Domestic Product (GDP)","933.759820445115"
"Poland","1970","Gross Domestic Product (GDP)","849.917057019024"
"Portugal","2013","Gross Domestic Product (GDP)","21429.1522872128"
"Portugal","2012","Gross Domestic Product (GDP)","20558.6835072918"
"Portugal","2011","Gross Domestic Product (GDP)","23108.4832555842"
"Portugal","2010","Gross Domestic Product (GDP)","22503.1263628329"
"Portugal","2009","Gross Domestic Product (GDP)","23035.4988457531"
"Portugal","2008","Gross Domestic Product (GDP)","24789.0513178825"
"Portugal","2007","Gross Domestic Product (GDP)","22750.9677707849"
"Portugal","2006","Gross Domestic Product (GDP)","19793.3154157602"
"Portugal","2005","Gross Domestic Product (GDP)","18770.8378085143"
"Portugal","2004","Gross Domestic Product (GDP)","18056.2610642118"
"Portugal","2003","Gross Domestic Product (GDP)","15802.0279829788"
"Portugal","2002","Gross Domestic Product (GDP)","12912.6171431054"
"Portugal","2001","Gross Domestic Product (GDP)","11742.7075808265"
"Portugal","2000","Gross Domestic Product (GDP)","11484.202359073"
"Portugal","1999","Gross Domestic Product (GDP)","12418.9102724365"
"Portugal","1998","Gross Domestic Product (GDP)","12128.8476460379"
"Portugal","1997","Gross Domestic Product (GDP)","11495.8193879096"
"Portugal","1996","Gross Domestic Product (GDP)","12093.4886059428"
"Portugal","1995","Gross Domestic Product (GDP)","11699.6344436663"
"Portugal","1994","Gross Domestic Product (GDP)","9920.5750286598"
"Portugal","1993","Gross Domestic Product (GDP)","9501.29340052056"
"Portugal","1992","Gross Domestic Product (GDP)","10809.1122275495"
"Portugal","1991","Gross Domestic Product (GDP)","8996.5928936342"
"Portugal","1990","Gross Domestic Product (GDP)","7952.56059865314"
"Portugal","1989","Gross Domestic Product (GDP)","6124.04844165011"
"Portugal","1988","Gross Domestic Product (GDP)","5689.2010823235"
"Portugal","1987","Gross Domestic Product (GDP)","4857.18563279749"
"Portugal","1986","Gross Domestic Product (GDP)","3900.45685659782"
"Portugal","1985","Gross Domestic Product (GDP)","2728.64201715436"
"Portugal","1984","Gross Domestic Product (GDP)","2539.49204491155"
"Portugal","1983","Gross Domestic Product (GDP)","2747.92280321675"
"Portugal","1982","Gross Domestic Product (GDP)","3089.04433139021"
"Portugal","1981","Gross Domestic Product (GDP)","3252.05326073132"
"Portugal","1980","Gross Domestic Product (GDP)","3369.10577282371"
"Portugal","1979","Gross Domestic Product (GDP)","2751.71734380029"
"Portugal","1978","Gross Domestic Product (GDP)","2455.91007391593"
"Portugal","1977","Gross Domestic Product (GDP)","2269.9486456426"
"Portugal","1976","Gross Domestic Product (GDP)","2183.1108360347"
"Portugal","1975","Gross Domestic Product (GDP)","2107.19105920002"
"Portugal","1974","Gross Domestic Product (GDP)","1933.79326285428"
"Portugal","1973","Gross Domestic Product (GDP)","1691.656728615"
"Portugal","1972","Gross Domestic Product (GDP)","1276.11526066453"
"Portugal","1971","Gross Domestic Product (GDP)","1055.95851529584"
"Portugal","1970","Gross Domestic Product (GDP)","935.202868918694"
"Romania","2013","Gross Domestic Product (GDP)","8852.82253652647"
"Romania","2012","Gross Domestic Product (GDP)","7908.32523670696"
"Romania","2011","Gross Domestic Product (GDP)","8499.37800224777"
"Romania","2010","Gross Domestic Product (GDP)","7684.66321731468"
"Romania","2009","Gross Domestic Product (GDP)","7640.17710086643"
"Romania","2008","Gross Domestic Product (GDP)","9478.0528469528"
"Romania","2007","Gross Domestic Product (GDP)","7791.63762207609"
"Romania","2006","Gross Domestic Product (GDP)","5598.52616518255"
"Romania","2005","Gross Domestic Product (GDP)","4508.56866637139"
"Romania","2004","Gross Domestic Product (GDP)","3439.70073407237"
"Romania","2003","Gross Domestic Product (GDP)","2696.54867430652"
"Romania","2002","Gross Domestic Product (GDP)","2075.27468385619"
"Romania","2001","Gross Domestic Product (GDP)","1825.05428001661"
"Romania","2000","Gross Domestic Product (GDP)","1672.2537639923"
"Romania","1999","Gross Domestic Product (GDP)","1609.22766313502"
"Romania","1998","Gross Domestic Product (GDP)","1857.74777761331"
"Romania","1997","Gross Domestic Product (GDP)","1577.59461162526"
"Romania","1996","Gross Domestic Product (GDP)","1627.19347776304"
"Romania","1995","Gross Domestic Product (GDP)","1639.86094674767"
"Romania","1994","Gross Domestic Product (GDP)","1382.86067214421"
"Romania","1993","Gross Domestic Product (GDP)","1206.1913600389"
"Romania","1992","Gross Domestic Product (GDP)","892.117392183041"
"Romania","1991","Gross Domestic Product (GDP)","1311.20216347755"
"Romania","1990","Gross Domestic Product (GDP)","1736.74793979754"
"Romania","1989","Gross Domestic Product (GDP)","2438.66947226724"
"Romania","1988","Gross Domestic Product (GDP)","2747.19787627573"
"Romania","1987","Gross Domestic Product (GDP)","2670.2497847701"
"Romania","1986","Gross Domestic Product (GDP)","2400.6483505842"
"Romania","1985","Gross Domestic Product (GDP)","2216.03710200265"
"Romania","1984","Gross Domestic Product (GDP)","1789.84503680368"
"Romania","1983","Gross Domestic Product (GDP)","2096.47554777979"
"Romania","1982","Gross Domestic Product (GDP)","2280.67255276447"
"Romania","1981","Gross Domestic Product (GDP)","1964.27652653559"
"Romania","1980","Gross Domestic Product (GDP)","1628.08869463294"
"Romania","1979","Gross Domestic Product (GDP)","1590.67591473646"
"Romania","1978","Gross Domestic Product (GDP)","1485.65564553561"
"Romania","1977","Gross Domestic Product (GDP)","1271.25595907175"
"Romania","1976","Gross Domestic Product (GDP)","1187.07136114351"
"Romania","1975","Gross Domestic Product (GDP)","1066.49616618445"
"Romania","1974","Gross Domestic Product (GDP)","999.891049346273"
"Romania","1973","Gross Domestic Product (GDP)","964.428638086921"
"Romania","1972","Gross Domestic Product (GDP)","837.370195228502"
"Romania","1971","Gross Domestic Product (GDP)","733.877984042806"
"Romania","1970","Gross Domestic Product (GDP)","625.690774267515"
"Russian Federation","2013","Gross Domestic Product (GDP)","14679.8296098271"
"Russian Federation","2012","Gross Domestic Product (GDP)","14091.4510785637"
"Russian Federation","2011","Gross Domestic Product (GDP)","13279.5300548403"
"Russian Federation","2010","Gross Domestic Product (GDP)","10617.8725646383"
"Russian Federation","2009","Gross Domestic Product (GDP)","8508.92957770682"
"Russian Federation","2008","Gross Domestic Product (GDP)","11559.593232304"
"Russian Federation","2007","Gross Domestic Product (GDP)","9047.55971981457"
"Russian Federation","2006","Gross Domestic Product (GDP)","6888.15990531948"
"Russian Federation","2005","Gross Domestic Product (GDP)","5308.13755687236"
"Russian Federation","2004","Gross Domestic Product (GDP)","4094.32832774899"
"Russian Federation","2003","Gross Domestic Product (GDP)","2970.37878003088"
"Russian Federation","2002","Gross Domestic Product (GDP)","2374.1506086714"
"Russian Federation","2001","Gross Domestic Product (GDP)","2097.67434028289"
"Russian Federation","2000","Gross Domestic Product (GDP)","1769.64253958198"
"Russian Federation","1999","Gross Domestic Product (GDP)","1330.21056599229"
"Russian Federation","1998","Gross Domestic Product (GDP)","1834.29003661023"
"Russian Federation","1997","Gross Domestic Product (GDP)","2734.60861751986"
"Russian Federation","1996","Gross Domestic Product (GDP)","2642.55349653945"
"Russian Federation","1995","Gross Domestic Product (GDP)","2688.19828392793"
"Russian Federation","1994","Gross Domestic Product (GDP)","2742.87584379801"
"Russian Federation","1993","Gross Domestic Product (GDP)","3074.79215463455"
"Russian Federation","1992","Gross Domestic Product (GDP)","3290.50578441049"
"Russian Federation","1991","Gross Domestic Product (GDP)","3768.36180981375"
"Russian Federation","1990","Gross Domestic Product (GDP)","3850.02682035778"
"Serbia","2013","Gross Domestic Product (GDP)","6313.14001438944"
"Serbia","2012","Gross Domestic Product (GDP)","5625.69360781828"
"Serbia","2011","Gross Domestic Product (GDP)","6386.13020495057"
"Serbia","2010","Gross Domestic Product (GDP)","5411.8750830856"
"Serbia","2009","Gross Domestic Product (GDP)","5821.30539705684"
"Serbia","2008","Gross Domestic Product (GDP)","6701.77591725338"
"Serbia","2007","Gross Domestic Product (GDP)","5458.1193840365"
"Serbia","2006","Gross Domestic Product (GDP)","4129.75771595606"
"Serbia","2005","Gross Domestic Product (GDP)","3528.13056705317"
"Serbia","2004","Gross Domestic Product (GDP)","3331.22876560602"
"Serbia","2003","Gross Domestic Product (GDP)","2832.48942261768"
"Serbia","2002","Gross Domestic Product (GDP)","2148.90516348033"
"Serbia","2001","Gross Domestic Product (GDP)","1634.87603799367"
"Serbia","2000","Gross Domestic Product (GDP)","870.136525159338"
"Serbia","1999","Gross Domestic Product (GDP)","2441.43038904421"
"Serbia","1998","Gross Domestic Product (GDP)","2416.06907743118"
"Serbia","1997","Gross Domestic Product (GDP)","3177.97930991016"
"Serbia","1996","Gross Domestic Product (GDP)","2986.10270059686"
"Serbia","1995","Gross Domestic Product (GDP)","2650.5049039989"
"Serbia","1994","Gross Domestic Product (GDP)","2458.43147914957"
"Serbia","1993","Gross Domestic Product (GDP)","2348.9017697144"
"Serbia","1992","Gross Domestic Product (GDP)","3302.2768538191"
"Serbia","1991","Gross Domestic Product (GDP)","4497.99094565819"
"Serbia","1990","Gross Domestic Product (GDP)","4739.25967541726"
"Slovak Republic","2013","Gross Domestic Product (GDP)","17928.1980166093"
"Slovak Republic","2012","Gross Domestic Product (GDP)","17031.1289619848"
"Slovak Republic","2011","Gross Domestic Product (GDP)","17927.7515742838"
"Slovak Republic","2010","Gross Domestic Product (GDP)","16381.2741657442"
"Slovak Republic","2009","Gross Domestic Product (GDP)","16336.9854809841"
"Slovak Republic","2008","Gross Domestic Product (GDP)","17749.2634580543"
"Slovak Republic","2007","Gross Domestic Product (GDP)","14184.8609416819"
"Slovak Republic","2006","Gross Domestic Product (GDP)","10554.4679608143"
"Slovak Republic","2005","Gross Domestic Product (GDP)","9078.84249900551"
"Slovak Republic","2004","Gross Domestic Product (GDP)","8003.00010579193"
"Slovak Republic","2003","Gross Domestic Product (GDP)","6306.84308994573"
"Slovak Republic","2002","Gross Domestic Product (GDP)","4606.76920104125"
"Slovak Republic","2001","Gross Domestic Product (GDP)","3966.64339926616"
"Slovak Republic","2000","Gross Domestic Product (GDP)","3837.57466670463"
"Slovak Republic","1999","Gross Domestic Product (GDP)","3859.37305576511"
"Slovak Republic","1998","Gross Domestic Product (GDP)","4233.86894176217"
"Slovak Republic","1997","Gross Domestic Product (GDP)","4067.45282756907"
"Slovak Republic","1996","Gross Domestic Product (GDP)","4015.66692229984"
"Slovak Republic","1995","Gross Domestic Product (GDP)","3721.67289326984"
"Slovak Republic","1994","Gross Domestic Product (GDP)","2973.8029938306"
"Slovak Republic","1993","Gross Domestic Product (GDP)","2577.81990731454"
"Slovak Republic","1992","Gross Domestic Product (GDP)","2397.80239261529"
"Slovak Republic","1991","Gross Domestic Product (GDP)","2217.77085884006"
"Slovak Republic","1990","Gross Domestic Product (GDP)","3178.86991980574"
"Slovenia","2013","Gross Domestic Product (GDP)","23161.1605106456"
"Slovenia","2012","Gross Domestic Product (GDP)","22373.8292201295"
"Slovenia","2011","Gross Domestic Product (GDP)","24856.0617870931"
"Slovenia","2010","Gross Domestic Product (GDP)","23351.853167698"
"Slovenia","2009","Gross Domestic Product (GDP)","24577.1372764518"
"Slovenia","2008","Gross Domestic Product (GDP)","27351.9033626084"
"Slovenia","2007","Gross Domestic Product (GDP)","23816.0967555904"
"Slovenia","2006","Gross Domestic Product (GDP)","19703.694565201"
"Slovenia","2005","Gross Domestic Product (GDP)","18169.2832484628"
"Slovenia","2004","Gross Domestic Product (GDP)","17282.1337848385"
"Slovenia","2003","Gross Domestic Product (GDP)","14913.6002344101"
"Slovenia","2002","Gross Domestic Product (GDP)","11840.0157889819"
"Slovenia","2001","Gross Domestic Product (GDP)","10491.8537922271"
"Slovenia","2000","Gross Domestic Product (GDP)","10225.362967923"
"Slovenia","1999","Gross Domestic Product (GDP)","11406.6035631864"
"Slovenia","1998","Gross Domestic Product (GDP)","11123.9665989508"
"Slovenia","1997","Gross Domestic Product (GDP)","10433.5340995063"
"Slovenia","1996","Gross Domestic Product (GDP)","10794.2979099267"
"Slovenia","1995","Gross Domestic Product (GDP)","10680.7809350113"
"Slovenia","1994","Gross Domestic Product (GDP)","7514.41671156464"
"Slovenia","1993","Gross Domestic Product (GDP)","6605.65836922235"
"Slovenia","1992","Gross Domestic Product (GDP)","6515.21055961746"
"Slovenia","1991","Gross Domestic Product (GDP)","6587.38616050936"
"Slovenia","1990","Gross Domestic Product (GDP)","9041.42455174065"
"Spain","2013","Gross Domestic Product (GDP)","29685.2830005999"
"Spain","2012","Gross Domestic Product (GDP)","28996.8110256783"
"Spain","2011","Gross Domestic Product (GDP)","32132.1397238684"
"Spain","2010","Gross Domestic Product (GDP)","30998.7968114845"
"Spain","2009","Gross Domestic Product (GDP)","32761.6331761339"
"Spain","2008","Gross Domestic Product (GDP)","36138.9786532984"
"Spain","2007","Gross Domestic Product (GDP)","33119.8166467864"
"Spain","2006","Gross Domestic Product (GDP)","28713.239239372"
"Spain","2005","Gross Domestic Product (GDP)","26672.3892351806"
"Spain","2004","Gross Domestic Product (GDP)","25043.185289426"
"Spain","2003","Gross Domestic Product (GDP)","21582.7598751353"
"Spain","2002","Gross Domestic Product (GDP)","17055.2255969552"
"Spain","2001","Gross Domestic Product (GDP)","15358.7170053199"
"Spain","2000","Gross Domestic Product (GDP)","14780.5451845957"
"Spain","1999","Gross Domestic Product (GDP)","15851.3105755065"
"Spain","1998","Gross Domestic Product (GDP)","15457.0277282891"
"Spain","1997","Gross Domestic Product (GDP)","14909.9032008627"
"Spain","1996","Gross Domestic Product (GDP)","16792.2593194178"
"Spain","1995","Gross Domestic Product (GDP)","15871.8030559281"
"Spain","1994","Gross Domestic Product (GDP)","13739.001297359"
"Spain","1993","Gross Domestic Product (GDP)","13637.8403204734"
"Spain","1992","Gross Domestic Product (GDP)","16434.5493476233"
"Spain","1991","Gross Domestic Product (GDP)","15075.4680362107"
"Spain","1990","Gross Domestic Product (GDP)","14046.878731751"
"Spain","1989","Gross Domestic Product (GDP)","10880.2218873819"
"Spain","1988","Gross Domestic Product (GDP)","9884.73367492973"
"Spain","1987","Gross Domestic Product (GDP)","8391.37834175619"
"Spain","1986","Gross Domestic Product (GDP)","6631.20729378851"
"Spain","1985","Gross Domestic Product (GDP)","4784.02976748971"
"Spain","1984","Gross Domestic Product (GDP)","4570.16853992501"
"Spain","1983","Gross Domestic Product (GDP)","4558.68258324649"
"Spain","1982","Gross Domestic Product (GDP)","5253.50114697198"
"Spain","1981","Gross Domestic Product (GDP)","5468.7052568405"
"Spain","1980","Gross Domestic Product (GDP)","6319.4145614185"
"Spain","1979","Gross Domestic Product (GDP)","5873.10884253453"
"Spain","1978","Gross Domestic Product (GDP)","4435.40944506891"
"Spain","1977","Gross Domestic Product (GDP)","3693.59394476047"
"Spain","1976","Gross Domestic Product (GDP)","3339.61720450027"
"Spain","1975","Gross Domestic Product (GDP)","3269.11513341697"
"Spain","1974","Gross Domestic Product (GDP)","2801.4385407991"
"Spain","1973","Gross Domestic Product (GDP)","2290.82021526131"
"Spain","1972","Gross Domestic Product (GDP)","1742.11658344845"
"Spain","1971","Gross Domestic Product (GDP)","1388.88942204982"
"Spain","1970","Gross Domestic Product (GDP)","1234.77590850088"
"Sweden","2013","Gross Domestic Product (GDP)","60565.6280338984"
"Sweden","2012","Gross Domestic Product (GDP)","57182.4991730799"
"Sweden","2011","Gross Domestic Product (GDP)","59594.8512129294"
"Sweden","2010","Gross Domestic Product (GDP)","52053.1048596011"
"Sweden","2009","Gross Domestic Product (GDP)","46148.4794157572"
"Sweden","2008","Gross Domestic Product (GDP)","55656.7567892407"
"Sweden","2007","Gross Domestic Product (GDP)","53260.2072572903"
"Sweden","2006","Gross Domestic Product (GDP)","46209.4882661592"
"Sweden","2005","Gross Domestic Product (GDP)","43082.6005835202"
"Sweden","2004","Gross Domestic Product (GDP)","42500.1818050912"
"Sweden","2003","Gross Domestic Product (GDP)","37029.5069617524"
"Sweden","2002","Gross Domestic Product (GDP)","29617.4354796354"
"Sweden","2001","Gross Domestic Product (GDP)","26991.955921366"
"Sweden","2000","Gross Domestic Product (GDP)","29282.2863018709"
"Sweden","1999","Gross Domestic Product (GDP)","30557.2410358983"
"Sweden","1998","Gross Domestic Product (GDP)","30108.9480884463"
"Sweden","1997","Gross Domestic Product (GDP)","29853.7944290499"
"Sweden","1996","Gross Domestic Product (GDP)","32556.4652009857"
"Sweden","1995","Gross Domestic Product (GDP)","29915.2067535135"
"Sweden","1994","Gross Domestic Product (GDP)","25724.0485641681"
"Sweden","1993","Gross Domestic Product (GDP)","24028.6207043011"
"Sweden","1992","Gross Domestic Product (GDP)","32302.0966649782"
"Sweden","1991","Gross Domestic Product (GDP)","31377.3485055152"
"Sweden","1990","Gross Domestic Product (GDP)","30161.4082015942"
"Sweden","1989","Gross Domestic Product (GDP)","25261.0144354159"
"Sweden","1988","Gross Domestic Product (GDP)","24129.9890093631"
"Sweden","1987","Gross Domestic Product (GDP)","21444.6678357048"
"Sweden","1986","Gross Domestic Product (GDP)","17710.5368866002"
"Sweden","1985","Gross Domestic Product (GDP)","13473.4316121516"
"Sweden","1984","Gross Domestic Product (GDP)","12918.5161886848"
"Sweden","1983","Gross Domestic Product (GDP)","12434.6808702719"
"Sweden","1982","Gross Domestic Product (GDP)","13548.1655127176"
"Sweden","1981","Gross Domestic Product (GDP)","15367.8221016558"
"Sweden","1980","Gross Domestic Product (GDP)","16856.0818668746"
"Sweden","1979","Gross Domestic Product (GDP)","14665.4195664087"
"Sweden","1978","Gross Domestic Product (GDP)","12447.3066672291"
"Sweden","1977","Gross Domestic Product (GDP)","11294.7115657056"
"Sweden","1976","Gross Domestic Product (GDP)","10719.825107664"
"Sweden","1975","Gross Domestic Product (GDP)","9974.36566042972"
"Sweden","1974","Gross Domestic Product (GDP)","7966.83700387753"
"Sweden","1973","Gross Domestic Product (GDP)","7189.37652934339"
"Sweden","1972","Gross Domestic Product (GDP)","5942.66939564865"
"Sweden","1971","Gross Domestic Product (GDP)","5065.52296930224"
"Sweden","1970","Gross Domestic Product (GDP)","4665.80503932548"
"Switzerland","2013","Gross Domestic Product (GDP)","84853.7236306983"
"Switzerland","2012","Gross Domestic Product (GDP)","83289.6551875258"
"Switzerland","2011","Gross Domestic Product (GDP)","87967.2980440807"
"Switzerland","2010","Gross Domestic Product (GDP)","74223.3634330972"
"Switzerland","2009","Gross Domestic Product (GDP)","69678.9037441714"
"Switzerland","2008","Gross Domestic Product (GDP)","72069.4593771696"
"Switzerland","2007","Gross Domestic Product (GDP)","63111.6385471788"
"Switzerland","2006","Gross Domestic Product (GDP)","57360.4855796985"
"Switzerland","2005","Gross Domestic Product (GDP)","55009.4287243584"
"Switzerland","2004","Gross Domestic Product (GDP)","53582.6561335636"
"Switzerland","2003","Gross Domestic Product (GDP)","48290.8026095375"
"Switzerland","2002","Gross Domestic Product (GDP)","41583.3598793135"
"Switzerland","2001","Gross Domestic Product (GDP)","38693.8873465071"
"Switzerland","2000","Gross Domestic Product (GDP)","37910.7936723579"
"Switzerland","1999","Gross Domestic Product (GDP)","40619.3615220346"
"Switzerland","1998","Gross Domestic Product (GDP)","41466.8727216983"
"Switzerland","1997","Gross Domestic Product (GDP)","40422.3451869089"
"Switzerland","1996","Gross Domestic Product (GDP)","46690.34066899"
